movieId,predicted_rating,num_raters,avg_similarity
26133,4.97,1,0.3978
38583,2.47,1,0.3978
5953,3.59,1,0.4035
6615,2.09,2,0.403
7202,2.59,1,0.4035
26603,4.09,1,0.4035
47404,4.59,1,0.4035
90469,3.09,1,0.4035
22,3.0,4,0.4065
4149,2.9,2,0.398
2366,3.53,2,0.4198
1332,2.89,1,0.3993
2294,4.11,2,0.4805
2606,2.45,2,0.4523
6947,3.71,3,0.4087
5504,2.59,1,0.4035
118702,2.59,1,0.4035
2739,3.01,2,0.3974
178827,4.57,1,0.4358
8974,3.32,1,0.4463
79185,3.48,2,0.4821
8372,1.42,1,0.3966
56775,2.9,3,0.4536
79553,1.42,1,0.3966
3354,3.44,1,0.4217
849,2.23,5,0.4062
1049,3.21,3,0.4609
1609,1.89,1,0.3993
1863,1.89,1,0.3993
3480,3.89,1,0.3993
4175,3.89,1,0.3993
5347,1.89,1,0.3993
68135,3.39,1,0.3993
4876,1.63,2,0.4097
55116,2.03,1,0.3996
6040,1.59,1,0.4035
6290,2.59,1,0.4035
27397,4.59,1,0.4035
62336,4.59,1,0.4035
3081,3.98,2,0.4009
482,4.34,3,0.4093
2122,1.82,2,0.4201
92,1.89,1,0.3993
612,1.89,1,0.3993
1914,3.89,1,0.3993
1952,3.89,1,0.3993
3101,3.26,2,0.4114
3738,1.97,1,0.3978
1125,4.16,1,0.4234
1967,4.24,2,0.4014
102802,2.09,1,0.4035
1590,3.41,3,0.4576
783,3.88,2,0.4506
6338,1.75,2,0.3996
49822,3.48,2,0.4009
50442,3.23,2,0.4009
79428,3.08,1,0.4025
90057,4.08,1,0.4025
94780,3.08,1,0.4025
86911,3.5,2,0.3996
2009,3.38,2,0.4603
1681,1.0,2,0.5122
45208,1.77,1,0.5616
205,2.89,1,0.3993
314,2.89,1,0.3993
1013,2.89,1,0.3993
2133,3.89,1,0.3993
2476,4.14,2,0.4105
4452,1.89,1,0.3993
4672,1.89,1,0.3993
4773,1.89,1,0.3993
5209,1.89,1,0.3993
7228,1.89,1,0.3993
34334,2.39,1,0.3993
178061,3.89,1,0.3993
4220,3.93,2,0.4487
67534,2.03,1,0.3996
4533,3.28,2,0.4007
27808,3.3,3,0.3998
4228,3.13,3,0.3998
3930,2.44,1,0.4217
3436,1.89,1,0.3993
435,1.4,3,0.4446
3553,1.59,1,0.4035
99030,3.59,1,0.4035
6044,2.02,1,0.5014
3513,2.84,3,0.4265
193583,3.07,1,0.4358
5803,2.24,2,0.4009
6058,2.59,2,0.403
54745,3.92,1,0.3966
1678,2.89,1,0.3993
2883,3.89,1,0.3993
3254,3.15,2,0.398
3684,2.89,1,0.3993
4524,2.89,1,0.3993
4980,2.9,2,0.398
5258,1.89,1,0.3993
6222,2.89,1,0.3993
6932,4.39,1,0.3993
8833,3.39,1,0.3993
54997,3.65,3,0.4002
82667,3.59,1,0.4035
149406,3.09,1,0.4035
1382,1.89,1,0.3993
4846,3.89,1,0.3993
4916,3.96,1,0.498
50798,0.8,2,0.4011
77667,2.58,1,0.4025
90430,4.08,1,0.4025
93326,3.08,1,0.4025
3639,3.17,2,0.4105
3643,3.44,1,0.4217
3388,1.89,1,0.3993
4462,0.89,1,0.3993
5316,3.39,1,0.3993
5944,2.89,1,0.3993
48982,2.39,1,0.3993
54190,3.39,1,0.3993
90603,3.39,1,0.3993
96488,4.39,1,0.3993
165549,4.39,1,0.3993
27032,3.59,1,0.4035
27746,2.59,1,0.4035
2527,3.44,1,0.4217
144,3.89,1,0.3993
155,1.89,1,0.3993
2147,2.89,1,0.3993
6315,2.39,1,0.3993
103384,3.09,1,0.4035
107771,4.59,1,0.4035
627,3.02,1,0.5014
193579,3.07,1,0.4358
45431,3.08,1,0.4025
71248,1.92,1,0.3966
4444,3.27,1,0.5616
160563,3.27,1,0.5616
1959,4.19,1,0.4185
3251,2.89,1,0.3993
4063,1.89,1,0.3993
5016,3.89,1,0.3993
7340,1.89,1,0.3993
66665,3.89,1,0.3993
4835,3.96,1,0.498
7481,4.03,1,0.3996
8894,1.47,1,0.3978
53022,4.09,1,0.4035
59103,2.59,1,0.4035
69134,2.59,1,0.4035
126548,2.92,1,0.3966
477,3.39,1,0.3993
950,2.39,1,0.3993
4602,2.89,1,0.3993
2728,4.96,1,0.498
3843,1.97,1,0.3978
110102,3.96,6,0.4331
858,4.39,17,0.4511
6807,3.67,4,0.4114
51255,3.57,5,0.4096
3005,2.91,4,0.4291
3535,4.24,4,0.4005
55278,3.58,1,0.4025
63859,3.08,1,0.4025
80862,2.58,1,0.4025
87485,2.26,2,0.3996
97304,3.91,5,0.4075
98585,3.58,1,0.4025
540,2.01,3,0.4093
2495,3.42,1,0.3966
8814,1.42,1,0.3966
48780,3.66,9,0.4151
60684,3.62,4,0.4005
94677,3.3,4,0.4448
2688,3.02,2,0.4227
101362,2.98,2,0.4821
170289,0.77,1,0.5616
4321,3.03,4,0.4525
1027,3.41,2,0.4424
1845,3.89,1,0.3993
2329,4.18,16,0.4403
3386,3.61,4,0.4203
4219,2.89,1,0.3993
4267,2.89,1,0.3993
5159,2.89,1,0.3993
5568,3.89,1,0.3993
6299,3.18,2,0.3985
7315,1.89,1,0.3993
57368,3.49,4,0.4005
71518,2.9,2,0.398
160438,2.39,1,0.3993
5081,3.55,2,0.4075
5127,4.18,1,0.4158
5312,3.18,1,0.4158
6639,3.97,1,0.3978
6821,2.97,1,0.3978
26492,1.97,1,0.3978
2541,2.68,5,0.4378
5672,0.66,1,0.4234
8169,2.65,1,0.4098
2538,1.11,1,0.5053
3481,4.46,3,0.3998
5294,3.73,3,0.4062
7562,2.09,1,0.4035
8142,4.59,1,0.4035
79695,2.87,4,0.4005
86320,1.39,3,0.4155
122912,3.3,3,0.4785
2707,3.4,2,0.4033
1091,2.45,3,0.4307
1917,3.2,6,0.441
1625,3.45,9,0.4272
173,2.33,4,0.4103
368,3.51,5,0.4093
1240,4.17,8,0.4028
4009,3.44,1,0.4217
44,2.16,3,0.4338
54,0.89,1,0.3993
193,1.89,1,0.3993
382,3.11,2,0.4805
737,2.89,1,0.3993
913,3.89,1,0.3993
1488,3.07,3,0.4143
1805,3.13,2,0.4424
2087,4.14,3,0.4075
2103,1.89,1,0.3993
3969,3.89,1,0.3993
4847,2.39,1,0.3993
4132,1.37,2,0.4487
4202,2.97,1,0.3978
780,3.35,10,0.4297
2598,2.83,5,0.4578
5025,3.13,3,0.3998
111360,2.87,3,0.4559
1987,2.02,1,0.5014
2877,3.4,2,0.4504
3798,2.93,4,0.4459
3827,2.59,3,0.4201
115617,3.58,5,0.4004
5574,3.02,5,0.4365
8464,3.46,3,0.3995
65810,2.58,1,0.4025
67695,2.0,2,0.3996
103042,3.22,5,0.44
3421,3.9,5,0.4041
5945,3.65,2,0.398
8376,3.46,3,0.3998
31225,3.15,2,0.398
1127,3.86,5,0.4038
3370,3.44,1,0.4217
7570,3.27,1,0.5616
34150,2.45,4,0.44
111659,3.0,2,0.4791
4322,3.53,2,0.4089
2048,2.89,1,0.3993
2402,3.17,2,0.4105
2416,3.9,2,0.398
2836,4.89,1,0.3993
3896,3.49,2,0.4014
4010,2.89,1,0.3993
27831,3.49,2,0.4014
47629,3.97,2,0.3986
68358,3.76,4,0.4008
81591,3.66,5,0.4107
2078,4.07,4,0.4403
177763,2.47,1,0.3978
45668,4.32,1,0.3987
34321,2.59,1,0.4035
53519,3.24,4,0.4005
82641,2.59,1,0.4035
29,4.54,1,0.4365
165,3.41,6,0.4129
494,3.33,3,0.4093
3203,3.52,3,0.4132
3752,3.27,4,0.4045
3,2.81,3,0.4148
1094,3.17,2,0.4105
1198,4.26,15,0.4445
2563,2.89,1,0.3993
2948,3.82,3,0.4609
5417,2.89,1,0.3993
115828,4.39,1,0.3993
1036,4.26,8,0.4049
1983,2.97,1,0.3978
3698,2.78,5,0.4089
319,4.23,3,0.4033
48394,3.66,4,0.4426
1242,3.76,4,0.4234
56174,3.55,4,0.4146
4571,3.27,4,0.4243
26686,2.08,1,0.4025
89470,3.48,2,0.4009
91690,2.98,2,0.4009
92008,2.58,1,0.4025
109042,2.08,1,0.4025
143365,2.08,1,0.4025
149352,2.26,2,0.3996
160954,2.58,1,0.4025
27611,3.9,2,0.4005
2019,4.09,5,0.435
6773,4.15,2,0.398
45666,2.46,3,0.3995
45720,3.89,4,0.4391
74532,1.42,1,0.3966
47124,3.27,1,0.5616
49647,3.27,1,0.5616
2872,4.89,1,0.3993
4091,2.89,1,0.3993
4233,1.89,1,0.3993
4640,2.89,1,0.3993
4967,3.89,1,0.3993
6493,1.89,1,0.3993
7010,2.89,1,0.3993
8645,3.89,1,0.3993
32019,1.89,1,0.3993
42602,3.39,1,0.3993
46335,2.49,2,0.4014
94864,3.62,4,0.4005
95309,3.99,2,0.4009
6503,2.22,5,0.4051
40148,2.59,1,0.4035
2428,2.13,4,0.407
4881,3.84,3,0.4002
2013,3.81,3,0.4374
3744,2.61,3,0.4094
1916,3.92,1,0.3966
2195,3.92,1,0.3966
2232,3.75,2,0.3996
415,2.17,2,0.4105
2322,3.17,2,0.4105
743,2.04,4,0.4476
1499,1.63,3,0.4078
2387,2.68,2,0.4105
4663,0.89,1,0.3993
5994,3.89,1,0.3993
1291,3.98,8,0.4155
2011,2.97,6,0.4227
2243,3.97,1,0.3978
2517,3.28,2,0.4007
1084,3.24,2,0.4014
3114,4.27,5,0.4266
94867,3.09,1,0.4035
130634,2.38,3,0.4546
132422,1.59,1,0.4035
117895,1.78,2,0.4192
3266,4.32,1,0.4463
8815,2.82,1,0.4463
3615,2.69,3,0.4232
6564,2.5,2,0.3996
32029,2.69,3,0.4018
72167,3.08,1,0.4025
74458,4.02,4,0.4001
97172,2.58,1,0.4025
5219,2.82,5,0.4035
85780,3.5,2,0.3996
111743,2.37,3,0.4009
2764,3.14,1,0.4557
1389,1.69,2,0.4098
3633,2.44,1,0.4217
3922,1.44,1,0.4217
95796,0.5,1,0.5616
2779,2.89,1,0.3993
3250,2.89,1,0.3993
4141,2.89,1,0.3993
4215,1.93,2,0.3985
4499,4.89,1,0.3993
4595,3.39,1,0.3993
4898,2.39,1,0.3993
5004,3.48,2,0.4487
5500,3.89,1,0.3993
6027,3.89,1,0.3993
6216,3.89,1,0.3993
6720,2.89,1,0.3993
69481,4.13,4,0.4008
184931,3.97,1,0.3978
2580,4.01,4,0.4375
4794,4.59,1,0.4035
7090,3.13,3,0.3998
7419,3.59,1,0.4035
8840,0.59,1,0.4035
1721,3.49,6,0.4372
128975,2.75,2,0.3996
2134,4.4,2,0.398
230,3.17,2,0.4105
72,3.89,1,0.3993
704,1.89,1,0.3993
2014,2.89,1,0.3993
2888,1.39,1,0.3993
3262,2.89,1,0.3993
3526,3.89,1,0.3993
3953,1.89,1,0.3993
4600,3.89,1,0.3993
3016,2.93,3,0.4331
741,4.46,3,0.3998
112727,2.59,1,0.4035
2139,3.02,2,0.4491
159817,4.57,1,0.4358
193573,3.57,1,0.4358
72378,2.35,3,0.4018
75813,2.58,1,0.4025
185435,2.58,1,0.4025
5225,4.13,3,0.3998
48877,2.75,2,0.3996
53894,3.65,2,0.398
74789,1.75,2,0.3996
48598,3.27,1,0.5616
75,0.89,1,0.3993
908,3.63,3,0.4078
2301,2.43,2,0.3985
3179,2.89,1,0.3993
3206,1.89,1,0.3993
4062,1.89,1,0.3993
5508,2.89,1,0.3993
6713,3.89,1,0.3993
7257,1.9,2,0.398
7265,3.89,1,0.3993
43921,2.89,1,0.3993
99112,3.02,3,0.4018
166635,3.89,1,0.3993
4803,3.96,1,0.498
56941,2.42,2,0.4704
1227,3.59,1,0.4035
56145,1.95,2,0.4019
71156,2.59,1,0.4035
158956,2.59,1,0.4035
786,2.78,4,0.4076
1233,4.66,2,0.4105
34,4.43,2,0.3985
916,4.89,1,0.3993
1304,4.15,3,0.4123
1330,1.97,1,0.3978
2879,3.59,1,0.4035
51927,3.09,1,0.4035
100383,3.09,1,0.4035
103341,3.99,4,0.4005
104457,4.09,1,0.4035
115727,4.59,1,0.4035
103210,1.57,1,0.4358
158035,3.07,1,0.4358
83601,0.5,1,0.4463
158,2.24,2,0.4009
34405,4.14,4,0.4489
36529,3.23,2,0.4009
83349,2.59,2,0.403
5014,2.57,2,0.4062
82852,1.42,1,0.3966
141688,3.92,1,0.3966
3810,3.17,2,0.4105
3927,2.44,1,0.4217
4280,3.02,2,0.4089
745,4.47,2,0.4518
1380,2.89,1,0.3993
2244,0.89,1,0.3993
3765,2.89,1,0.3993
4221,2.89,1,0.3993
5460,3.89,1,0.3993
6093,4.39,1,0.3993
7255,2.89,1,0.3993
27555,2.89,1,0.3993
42730,2.39,1,0.3993
64614,3.96,3,0.3995
81782,3.24,2,0.4014
143355,3.47,3,0.4125
61465,2.79,2,0.4425
5476,1.59,1,0.4035
6867,3.8,3,0.3998
72142,4.59,1,0.4035
1439,3.42,1,0.3966
3018,4.0,2,0.4001
370,3.46,2,0.4302
2002,2.41,4,0.4051
459,2.68,2,0.4105
2169,2.15,2,0.398
2172,2.89,1,0.3993
2453,1.89,1,0.3993
2759,2.89,1,0.3993
96417,3.24,2,0.4009
4190,3.96,1,0.498
2902,2.97,1,0.3978
159,2.49,2,0.4014
1128,3.53,2,0.4007
102686,3.08,1,0.4025
37729,3.75,2,0.4001
67267,2.92,1,0.3966
190221,1.34,1,0.5971
4161,2.82,3,0.4614
131934,0.77,1,0.5616
2856,3.19,1,0.4185
1282,4.89,1,0.3993
1344,3.39,1,0.3993
1600,2.89,1,0.3993
6249,1.89,1,0.3993
6286,3.89,1,0.3993
6670,2.39,1,0.3993
8908,2.89,1,0.3993
33495,1.9,2,0.398
34332,2.89,1,0.3993
37240,3.89,1,0.3993
39234,3.89,1,0.3993
46965,2.52,3,0.4018
68159,3.89,1,0.3993
2088,2.68,2,0.3985
5205,1.97,1,0.3978
71823,3.82,1,0.3987
7984,3.59,1,0.4035
47937,2.59,1,0.4035
61289,2.59,1,0.4035
77798,1.59,1,0.4035
140247,3.09,1,0.4035
1086,3.58,1,0.4025
81156,3.92,1,0.3966
1135,2.89,1,0.3993
1374,3.66,2,0.4105
3271,4.23,2,0.4009
33725,1.89,1,0.3993
2860,3.61,1,0.4237
164917,4.07,1,0.4358
173235,4.07,1,0.4358
59604,3.32,1,0.4463
27478,3.08,1,0.4025
78469,2.34,2,0.403
90531,4.0,2,0.3996
5047,3.42,1,0.3966
138798,1.42,1,0.3966
3705,2.17,2,0.4105
1702,3.27,1,0.5616
1293,2.89,1,0.3993
2991,3.42,5,0.4426
3858,2.89,1,0.3993
4210,2.89,1,0.3993
4636,1.89,1,0.3993
4929,1.89,1,0.3993
30848,3.39,1,0.3993
3515,2.77,2,0.4336
149330,3.97,1,0.3978
26169,4.59,1,0.4035
55553,2.59,1,0.4035
60037,2.09,1,0.4035
66310,3.09,1,0.4035
155064,3.09,1,0.4035
36537,3.42,1,0.3966
122,2.24,2,0.4009
2269,1.89,1,0.3993
3908,2.09,1,0.4035
113313,3.09,1,0.4035
26171,4.55,1,0.3979
193581,3.57,1,0.4358
87430,2.24,2,0.4009
97860,3.08,1,0.4025
65642,4.92,1,0.3966
74452,1.42,1,0.3966
91128,3.42,1,0.3966
493,3.89,1,0.3993
1218,4.24,2,0.4014
3308,3.89,1,0.3993
3783,3.89,1,0.3993
4714,1.89,1,0.3993
5646,2.89,1,0.3993
6374,2.39,1,0.3993
7033,3.39,1,0.3993
8981,3.89,1,0.3993
2107,2.78,1,0.4628
26413,3.09,1,0.4035
74370,3.59,1,0.4035
3268,2.57,2,0.4002
2065,3.61,1,0.4178
538,3.89,1,0.3993
969,3.89,1,0.3993
4587,2.89,1,0.3993
43919,0.58,1,0.4025
69278,3.08,1,0.4025
59258,1.42,1,0.3966
2320,2.39,1,0.3993
4359,3.89,1,0.3993
39231,3.39,1,0.3993
48161,2.89,1,0.3993
48520,2.39,1,0.3993
31086,3.09,1,0.4035
122890,3.58,1,0.4025
1483,1.68,1,0.407
242,3.89,1,0.3993
1025,3.89,1,0.3993
1594,3.89,1,0.3993
2430,1.89,1,0.3993
103085,2.59,1,0.4035
4011,4.16,9,0.4128
102123,3.41,4,0.4096
45662,2.02,3,0.4018
55363,3.49,2,0.4009
65088,2.41,3,0.404
86882,4.13,3,0.3995
3148,3.87,5,0.4497
2421,2.8,2,0.4108
924,4.09,6,0.407
2003,3.72,4,0.404
7454,2.24,4,0.4005
85881,3.65,2,0.398
106916,3.87,4,0.4005
3884,2.14,1,0.4557
1221,4.29,11,0.438
2617,2.54,6,0.4319
2916,3.75,6,0.4073
4007,3.7,5,0.4089
1210,4.31,12,0.425
71530,2.98,2,0.4821
160980,3.61,2,0.4805
1500,3.96,3,0.4078
2125,3.03,2,0.4114
2342,2.89,1,0.3993
3189,3.89,1,0.3993
3396,3.5,3,0.4724
3946,2.89,1,0.3993
5071,3.89,1,0.3993
6534,3.25,3,0.4467
7027,3.39,1,0.3993
7258,2.89,1,0.3993
8364,3.89,1,0.3993
8919,3.89,1,0.3993
32587,3.93,7,0.4211
49278,2.74,2,0.4009
76763,3.39,1,0.3993
112852,3.82,8,0.4155
2806,1.93,2,0.4487
6348,0.68,1,0.4158
2054,2.64,4,0.4498
1370,3.14,4,0.4069
4878,4.3,9,0.4409
46578,3.99,7,0.4414
589,4.14,11,0.4221
3033,3.46,4,0.3993
34162,3.26,5,0.4329
69453,1.97,1,0.3978
141994,0.5,1,0.3978
168250,3.52,4,0.4155
5959,3.09,1,0.4035
6617,3.24,2,0.4014
26391,2.09,1,0.4035
34437,3.75,2,0.4001
69275,3.59,1,0.4035
86295,2.59,2,0.403
100810,1.59,1,0.4035
1090,4.11,7,0.418
522,3.58,1,0.4025
1573,3.54,5,0.4068
1673,3.88,5,0.4281
1921,4.4,2,0.398
1955,2.61,1,0.4178
257,2.68,2,0.4105
1250,3.84,4,0.4342
2291,3.66,2,0.4105
109846,3.27,1,0.5616
491,3.89,1,0.3993
1148,4.47,2,0.4518
1515,1.52,3,0.4224
1569,3.25,3,0.4545
5480,2.89,1,0.3993
6565,3.89,1,0.3993
122904,3.67,5,0.4001
73,3.17,1,0.4679
1895,2.83,3,0.4607
2581,2.93,5,0.4799
4973,3.93,11,0.4393
112552,4.22,6,0.4095
2640,2.95,3,0.4128
25,3.19,3,0.4074
2501,3.52,3,0.4427
3911,3.74,5,0.4247
464,2.74,2,0.4014
32598,3.09,1,0.4035
109187,3.09,1,0.4035
134853,3.85,3,0.4018
1270,4.44,7,0.422
5266,3.43,5,0.4035
6593,3.25,3,0.4545
8784,3.91,5,0.4398
30812,3.62,4,0.4005
47044,2.69,3,0.4018
48783,3.48,2,0.4009
58103,3.19,3,0.4018
73431,2.08,1,0.4025
81932,3.89,5,0.3999
82459,4.13,4,0.4008
157296,2.86,3,0.4016
3146,2.4,2,0.4005
2167,3.09,4,0.405
4020,2.63,3,0.3998
6881,2.4,2,0.398
45732,1.42,1,0.3966
51412,2.13,3,0.3995
129354,2.76,2,0.3996
4865,3.85,3,0.4065
434,3.15,4,0.4117
60937,2.27,1,0.5616
1970,2.23,3,0.4556
3672,1.89,1,0.3993
4353,2.89,1,0.3993
5829,3.89,1,0.3993
6003,3.38,3,0.4087
45210,3.74,2,0.4014
59784,3.52,3,0.4018
176751,3.89,1,0.3993
5189,1.47,1,0.3978
6686,0.59,1,0.4035
26399,3.09,1,0.4035
43289,3.59,1,0.4035
50794,2.69,3,0.4018
54259,3.46,3,0.3998
71732,3.09,1,0.4035
77931,3.59,1,0.4035
80094,3.59,1,0.4035
161634,3.59,1,0.4035
3198,4.23,2,0.4179
225,3.01,3,0.4093
122886,4.12,4,0.4005
1371,3.17,2,0.4105
1378,3.66,2,0.4105
1606,0.77,1,0.5616
2993,3.29,3,0.4689
2724,2.03,8,0.4153
10,3.28,3,0.4128
31,3.21,2,0.3994
188,3.89,1,0.3993
233,3.89,1,0.3993
1719,3.89,1,0.3993
1866,1.89,1,0.3993
2188,1.89,1,0.3993
3117,3.89,1,0.3993
4734,3.49,3,0.4064
273,2.0,2,0.4124
2148,2.18,2,0.3985
3300,3.55,6,0.414
4721,1.73,2,0.4014
110591,4.09,1,0.4035
168218,4.07,1,0.4358
